x,y,Slope12,DEM12,rainfall_intensity,Aspect_nakhon,raster_ndvi,distance_road,distance_drainage,distance_fault,Curvature_nakhon,NDWI_combine,nakhon_geology,S/N
586110.8125,1019091.563,3.237688065,16,1300.476196,225,0.373288572,0,485.6225281,3071.346436,-0.105901681,-0.344286501,29,-1
586589.125,1019360.625,5.111089706,15,1302.72876,220.2363586,0.345302492,485.6225281,1085.88501,3698.390869,0.211803362,-0.321625084,29,-1
593136.125,1019091.563,0.810230672,-20,1296.640869,315,0.382662475,971.2450562,0,2428.112549,0.211803362,-0.346439123,109,-1
593494.8125,1019749.25,2.560638905,-18,1297.30188,120.9637527,0.210389614,0,485.6225281,2060.321777,0.211803362,-0.215194806,147,-1
587336.5,1019061.625,4.044691086,9,1303.038452,141.3401947,0.327512264,485.6225281,1085.88501,4004.545898,0.105901681,-0.305471122,29,-1
593853.5625,1019061.625,0.810230672,-19,1295.80603,45,0.144606203,485.6225281,485.6225281,3109.501465,0.211803362,-0.155625984,109,-1
594840.0625,1018822.5,4.124517918,-20,1294.758301,0,0.262784362,0,485.6225281,3792.833252,-0.423606724,-0.296551734,38,-1
588083.875,1018792.625,4.916665554,-12,1304.99585,59.03624344,0.416323274,971.2450562,1373.547974,3501.873779,0.211803362,-0.382932156,29,-1
588980.75,1018702.938,0,-20,1306.36792,45,0.315595329,1373.547974,686.7739868,2747.095947,-0.211803362,-0.297569275,29,-1
589967.25,1018583.313,4.573921204,-19,1296.881836,350.5376892,0.304428279,1373.547974,0,2615.157227,-0.211803362,-0.281795919,109,-1
590923.875,1018673,2.290610075,-16,1297.399658,225,0.376423061,1085.88501,971.2450562,1942.490112,0.211803362,-0.34441334,109,-1
591940.3125,1018493.625,0.810230672,-17,1296.766357,18.43494797,0.228304952,1456.867554,0,2476.19873,0.105901681,-0.280508578,109,-1
592448.5,1018643.125,6.302976608,-17,1296.957886,299.0545959,0.374728829,971.2450562,0,2171.77002,0.105901681,-0.343225092,109,-1
595557.5625,1018702.938,2.290610075,-17,1294.17334,329.0362549,0.409197479,0,686.7739868,4120.643555,-0.317705035,-0.377741724,38,-1
594720.5,1018314.313,1.811248064,-18,1294.672485,45,0.139416665,0,0,3792.833252,-0.105901681,-0.153178141,38,-1
593345.375,1018314.313,3.337110758,-21,1295.700806,315,0.395089388,971.2450562,485.6225281,3109.501465,0,-0.365058631,109,-1
587396.3125,1018374.063,0,17,1302.228882,78.69007111,0.342664599,0,686.7739868,3915.214111,0.105901681,-0.317252159,29,-1
586559.25,1018374.063,0.810230672,11,1300.985718,305.5376892,0.401191086,0,485.6225281,3433.869873,0.423606724,-0.369026065,29,-1
585572.75,1018344.188,7.428549767,4,1298.009521,143.1300964,0.391638249,686.7739868,0,2476.19873,0.105901681,-0.356016368,29,-1
584735.6875,1018344.188,5.653572559,4,1294.41687,55.00798035,0.385150254,1535.673218,0,1535.673218,-0.211803362,-0.364808023,29,-1
583749.1875,1018613.25,6.50463438,11,1290.284912,113.1985931,0.363033921,2428.112549,971.2450562,686.7739868,-0.63541007,-0.352899134,29,-1
582852.3125,1018344.188,9.794257164,132,1285.716919,109.440033,0.380955935,3109.501465,971.2450562,485.6225281,-0.105901681,-0.362702549,29,-1
595707.0625,1018075.125,3.237688065,-17,1292.723755,135,0.327690214,0,485.6225281,4807.417969,-0.63541007,-0.327648282,38,-1
